UserID,UserName,Age,Gender,Email,TransactionID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating
U00004,fthornton,23,Female,christensencatherine@outlook.com,TT00006,CR00042,2025-10-30,0.0,Credit Card,TC00042,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1
U00004,fthornton,23,Female,christensencatherine@outlook.com,TT00007,CR00017,2025-05-09,0.0,Bank Transfer,TC00042,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79
U00004,fthornton,23,Female,christensencatherine@outlook.com,TT00008,CR00025,2025-05-07,299.57,Credit Card,TC00040,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74
U00004,fthornton,23,Female,christensencatherine@outlook.com,TT05690,CR00030,2025-09-21,0.0,Bank Transfer,TC00042,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73
U00004,fthornton,23,Female,christensencatherine@outlook.com,TT06541,CR00047,2025-01-06,89.59,PayPal,TC00040,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68
U00004,fthornton,23,Female,christensencatherine@outlook.com,TT07352,CR00038,2025-08-21,342.61,Bank Transfer,TC00040,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84
U00004,fthornton,23,Female,christensencatherine@outlook.com,TT07748,CR00021,2025-08-06,0.0,Credit Card,TC00040,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6
U00004,fthornton,23,Female,christensencatherine@outlook.com,TT08129,CR00056,2025-11-23,212.39,Credit Card,TC00040,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15
U00004,fthornton,23,Female,christensencatherine@outlook.com,TT08899,CR00051,2025-02-17,37.89,Bank Transfer,TC00042,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3
U00004,fthornton,23,Female,christensencatherine@outlook.com,TT09283,CR00016,2025-05-12,0.0,Bank Transfer,TC00040,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72
U00004,fthornton,23,Female,christensencatherine@outlook.com,TT09645,CR00058,2025-01-07,0.0,Bank Transfer,TC00042,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44
U00005,fostergeoffrey,21,Male,karenfuentes@yahoo.com,TT01775,CR00004,2025-12-03,0.0,Bank Transfer,TC00015,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88
U00005,fostergeoffrey,21,Male,karenfuentes@yahoo.com,TT01776,CR00039,2025-09-11,346.71,PayPal,TC00060,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23
U00006,jacksonjose,21,Male,wilsonnatalie@outlook.com,TT02677,CR00028,2025-11-19,0.78,Bank Transfer,TC00038,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89
U00007,grodriguez,24,Male,lopezjoseph@gmail.com,TT02678,CR00031,2025-03-08,0.0,PayPal,TC00031,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91
U00008,adkinsapril,33,Female,sanfordtaylor@gmail.com,TT02679,CR00042,2025-07-30,0.0,PayPal,TC00044,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1
U00009,heathercallahan,20,Female,chelseastephenson@outlook.com,TT02680,CR00006,2025-06-19,276.37,Credit Card,TC00003,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72
U00010,qlam,34,Female,brian31@outlook.com,TT03858,CR00048,2025-08-02,0.0,Bank Transfer,TC00011,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64
U00010,qlam,34,Female,brian31@outlook.com,TT03859,CR00011,2025-10-01,326.02,PayPal,TC00021,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69
U00011,ashley16,15,Female,guzmanantonio@outlook.com,TT01777,CR00053,2025-03-28,0.0,PayPal,TC00030,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67
U00011,ashley16,15,Female,guzmanantonio@outlook.com,TT01778,CR00025,2025-09-24,299.57,Credit Card,TC00015,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74
U00012,mirandatimothy,15,Female,paula93@outlook.com,TT03860,CR00008,2025-09-08,0.0,PayPal,TC00033,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52
U00012,mirandatimothy,15,Female,paula93@outlook.com,TT03861,CR00040,2025-09-14,327.99,Bank Transfer,TC00018,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT00009,CR00003,2025-10-05,0.0,PayPal,TC00040,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT00010,CR00032,2025-09-29,0.0,Bank Transfer,TC00040,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT00011,CR00060,2025-11-26,0.0,PayPal,TC00042,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT00012,CR00030,2025-01-20,0.0,Bank Transfer,TC00042,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT00013,CR00056,2025-08-28,212.39,Bank Transfer,TC00042,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT05691,CR00040,2025-03-26,327.99,Bank Transfer,TC00042,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT06121,CR00012,2025-10-29,487.92,Bank Transfer,TC00042,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT06542,CR00029,2025-06-24,0.0,Credit Card,TC00042,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT06957,CR00054,2025-06-03,0.0,Bank Transfer,TC00040,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT07353,CR00039,2025-11-08,346.71,Bank Transfer,TC00042,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT07749,CR00021,2025-12-22,0.0,PayPal,TC00040,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT08130,CR00026,2025-06-13,0.0,Credit Card,TC00042,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT08515,CR00023,2025-06-28,0.0,Bank Transfer,TC00042,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,TT09646,CR00055,2025-04-07,57.32,PayPal,TC00040,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74
U00014,huertatimothy,30,Male,gabrielanderson@yahoo.com,TT01779,CR00027,2025-04-11,0.0,Credit Card,TC00049,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81
U00015,tbaker,27,Female,kelly33@yahoo.com,TT00014,CR00045,2025-04-27,0.0,PayPal,TC00040,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59
U00015,tbaker,27,Female,kelly33@yahoo.com,TT00015,CR00046,2025-02-19,248.1,Bank Transfer,TC00040,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2
U00015,tbaker,27,Female,kelly33@yahoo.com,TT00016,CR00040,2025-12-22,327.99,Credit Card,TC00040,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
U00015,tbaker,27,Female,kelly33@yahoo.com,TT00017,CR00019,2025-07-14,0.0,Bank Transfer,TC00042,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98
U00015,tbaker,27,Female,kelly33@yahoo.com,TT05692,CR00057,2025-01-16,177.34,Bank Transfer,TC00040,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89
U00015,tbaker,27,Female,kelly33@yahoo.com,TT06122,CR00041,2025-10-29,53.86,Credit Card,TC00040,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47
U00015,tbaker,27,Female,kelly33@yahoo.com,TT06543,CR00030,2025-02-02,0.0,Bank Transfer,TC00042,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73
U00015,tbaker,27,Female,kelly33@yahoo.com,TT06958,CR00050,2025-12-02,490.9,Bank Transfer,TC00042,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55
U00015,tbaker,27,Female,kelly33@yahoo.com,TT07750,CR00038,2025-11-22,342.61,PayPal,TC00040,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84
U00015,tbaker,27,Female,kelly33@yahoo.com,TT08131,CR00034,2025-11-20,394.26,Bank Transfer,TC00040,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35
U00015,tbaker,27,Female,kelly33@yahoo.com,TT08516,CR00052,2025-01-30,0.0,PayPal,TC00042,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2
U00015,tbaker,27,Female,kelly33@yahoo.com,TT08900,CR00023,2025-02-20,0.0,Credit Card,TC00040,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02
U00015,tbaker,27,Female,kelly33@yahoo.com,TT09284,CR00004,2025-01-26,0.0,Bank Transfer,TC00042,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88
U00015,tbaker,27,Female,kelly33@yahoo.com,TT09647,CR00058,2025-02-09,0.0,Credit Card,TC00042,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44
U00016,josephmullins,32,Male,amysparks@outlook.com,TT02681,CR00017,2025-09-27,0.0,PayPal,TC00009,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79
U00017,theresa55,24,Male,pachecojeremy@gmail.com,TT03862,CR00001,2025-05-19,472.28,Credit Card,TC00056,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74
U00017,theresa55,24,Male,pachecojeremy@gmail.com,TT03863,CR00050,2025-02-02,490.9,Bank Transfer,TC00054,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55
U00017,theresa55,24,Male,pachecojeremy@gmail.com,TT03864,CR00059,2025-11-26,0.0,Bank Transfer,TC00024,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT00018,CR00046,2025-05-22,248.1,Credit Card,TC00040,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT00019,CR00047,2025-04-21,89.59,PayPal,TC00040,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT00020,CR00045,2025-01-12,0.0,Credit Card,TC00040,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT00021,CR00001,2025-03-24,472.28,PayPal,TC00042,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT00022,CR00029,2025-01-20,0.0,Credit Card,TC00042,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT05693,CR00030,2025-06-10,0.0,Credit Card,TC00042,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT06123,CR00010,2025-09-28,0.0,Credit Card,TC00040,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT06544,CR00040,2025-12-13,327.99,PayPal,TC00042,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT06959,CR00048,2025-06-27,0.0,PayPal,TC00042,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT07354,CR00026,2025-11-22,0.0,Credit Card,TC00042,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT07751,CR00021,2025-12-10,0.0,PayPal,TC00040,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT08132,CR00043,2025-10-29,0.0,PayPal,TC00040,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT08517,CR00033,2025-08-15,0.0,Credit Card,TC00040,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT08901,CR00035,2025-09-26,0.0,Bank Transfer,TC00040,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT09285,CR00056,2025-07-27,212.39,Bank Transfer,TC00040,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15
U00018,nicole97,24,Female,aprilharrell@hotmail.com,TT09648,CR00024,2025-01-25,117.68,Credit Card,TC00042,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57
U00019,rlawson,24,Female,kingjulia@gmail.com,TT01780,CR00009,2025-11-10,0.0,Credit Card,TC00020,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51
U00020,evansmichael,27,Female,eharris@hotmail.com,TT02682,CR00004,2025-07-17,0.0,Credit Card,TC00009,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88
U00021,autumn63,15,Male,julieestrada@hotmail.com,TT01781,CR00057,2025-04-08,177.34,Bank Transfer,TC00050,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89
U00021,autumn63,15,Male,julieestrada@hotmail.com,TT01782,CR00032,2025-05-08,0.0,PayPal,TC00001,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38
U00022,patriciaadkins,31,Male,thomas63@hotmail.com,TT02683,CR00036,2025-05-20,0.0,PayPal,TC00043,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68
U00023,micheal78,32,Male,ashleymorris@yahoo.com,TT02684,CR00009,2025-06-14,0.0,Bank Transfer,TC00047,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51
U00024,steven43,18,Female,petersonlori@yahoo.com,TT01783,CR00033,2025-09-27,0.0,PayPal,TC00006,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
U00025,georgewhite,34,Male,jamesbradshaw@hotmail.com,TT03865,CR00044,2025-08-18,119.04,Bank Transfer,TC00037,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75
U00025,georgewhite,34,Male,jamesbradshaw@hotmail.com,TT03866,CR00027,2025-01-04,0.0,PayPal,TC00007,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81
U00025,georgewhite,34,Male,jamesbradshaw@hotmail.com,TT03867,CR00019,2025-06-03,0.0,Bank Transfer,TC00053,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98
U00025,georgewhite,34,Male,jamesbradshaw@hotmail.com,TT03868,CR00004,2025-03-26,0.0,Credit Card,TC00056,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88
U00026,andrew02,19,Male,jason57@yahoo.com,TT02685,CR00040,2025-11-06,327.99,Bank Transfer,TC00043,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
U00027,hunter32,31,Male,ronaldthomas@yahoo.com,TT01784,CR00037,2025-07-25,0.0,PayPal,TC00060,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45
U00027,hunter32,31,Male,ronaldthomas@yahoo.com,TT01785,CR00032,2025-10-08,0.0,Credit Card,TC00006,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38
U00028,zgomez,30,Female,rwhitaker@outlook.com,TT00023,CR00040,2025-05-06,327.99,Bank Transfer,TC00042,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
U00028,zgomez,30,Female,rwhitaker@outlook.com,TT00024,CR00010,2025-08-12,0.0,Bank Transfer,TC00042,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45
U00028,zgomez,30,Female,rwhitaker@outlook.com,TT00025,CR00056,2025-03-04,212.39,Credit Card,TC00040,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15
U00028,zgomez,30,Female,rwhitaker@outlook.com,TT00026,CR00021,2025-04-17,0.0,Credit Card,TC00040,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6
U00028,zgomez,30,Female,rwhitaker@outlook.com,TT00027,CR00031,2025-04-20,0.0,Bank Transfer,TC00040,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91
U00028,zgomez,30,Female,rwhitaker@outlook.com,TT05694,CR00043,2025-06-17,0.0,PayPal,TC00042,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14
U00028,zgomez,30,Female,rwhitaker@outlook.com,TT06545,CR00003,2025-10-23,0.0,Bank Transfer,TC00040,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85
U00028,zgomez,30,Female,rwhitaker@outlook.com,TT06960,CR00018,2025-05-09,0.0,PayPal,TC00040,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01
U00028,zgomez,30,Female,rwhitaker@outlook.com,TT07752,CR00042,2025-06-30,0.0,Bank Transfer,TC00042,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1
U00028,zgomez,30,Female,rwhitaker@outlook.com,TT08133,CR00001,2025-06-11,472.28,Credit Card,TC00042,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74
U00028,zgomez,30,Female,rwhitaker@outlook.com,TT08518,CR00045,2025-06-15,0.0,Bank Transfer,TC00040,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59
U00028,zgomez,30,Female,rwhitaker@outlook.com,TT09649,CR00029,2025-01-11,0.0,Credit Card,TC00042,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13
U00029,hartmanjon,30,Male,nicole88@gmail.com,TT01786,CR00011,2025-07-09,326.02,Credit Card,TC00052,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69
U00030,david76,34,Male,robert64@outlook.com,TT02686,CR00037,2025-11-15,0.0,PayPal,TC00009,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45
U00031,lovedavid,30,Male,fbooth@yahoo.com,TT02687,CR00052,2025-10-21,0.0,Credit Card,TC00025,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2
U00032,veronica83,18,Male,andrea24@yahoo.com,TT02688,CR00015,2025-04-10,285.05,Bank Transfer,TC00028,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96
U00033,rodrigueznatalie,25,Male,linda50@gmail.com,TT02689,CR00006,2025-02-02,276.37,Bank Transfer,TC00003,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72
U00034,ilopez,32,Female,scottwatts@yahoo.com,TT01787,CR00043,2025-07-02,0.0,Bank Transfer,TC00005,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14
U00034,ilopez,32,Female,scottwatts@yahoo.com,TT01788,CR00046,2025-04-20,248.1,Bank Transfer,TC00030,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2
U00035,chernandez,32,Male,bryangilbert@yahoo.com,TT02690,CR00028,2025-05-17,0.78,Credit Card,TC00016,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89
U00036,coxmichael,24,Female,leonardkimberly@hotmail.com,TT02691,CR00003,2025-11-01,0.0,PayPal,TC00028,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85
U00037,lisabraun,31,Female,ericbrown@hotmail.com,TT01789,CR00032,2025-02-28,0.0,Bank Transfer,TC00001,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38
U00037,lisabraun,31,Female,ericbrown@hotmail.com,TT01790,CR00045,2025-11-12,0.0,Credit Card,TC00005,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59
U00038,williamselizabeth,35,Male,kpham@gmail.com,TT05268,CR00033,2025-08-24,0.0,Bank Transfer,TC00031,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93
U00039,blackdanielle,16,Female,michaelfrederick@yahoo.com,TT02692,CR00039,2025-03-01,346.71,Credit Card,TC00009,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23
U00040,briannamurphy,15,Male,ohobbs@gmail.com,TT02693,CR00003,2025-05-13,0.0,PayPal,TC00025,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85
U00041,april65,19,Female,imccarthy@yahoo.com,TT01791,CR00058,2025-06-10,0.0,Bank Transfer,TC00020,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44
U00041,april65,19,Female,imccarthy@yahoo.com,TT01792,CR00011,2025-05-28,326.02,Bank Transfer,TC00052,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69
U00042,christopher62,32,Male,patrickterrance@outlook.com,TT01793,CR00047,2025-10-27,89.59,Bank Transfer,TC00029,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68
U00043,tommy21,31,Male,gordonhenry@hotmail.com,TT01794,CR00040,2025-08-29,327.99,Credit Card,TC00060,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
U00044,rileyapril,19,Male,wagnermichael@hotmail.com,TT02694,CR00025,2025-05-19,299.57,Bank Transfer,TC00016,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74
U00045,rodneystevens,23,Female,mitchellwilliam@yahoo.com,TT00028,CR00043,2025-05-06,0.0,Credit Card,TC00040,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14
U00045,rodneystevens,23,Female,mitchellwilliam@yahoo.com,TT00029,CR00036,2025-04-28,0.0,PayPal,TC00040,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68
U00045,rodneystevens,23,Female,mitchellwilliam@yahoo.com,TT00030,CR00045,2025-07-10,0.0,Bank Transfer,TC00040,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59
U00045,rodneystevens,23,Female,mitchellwilliam@yahoo.com,TT00031,CR00035,2025-07-27,0.0,Credit Card,TC00040,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94
U00045,rodneystevens,23,Female,mitchellwilliam@yahoo.com,TT05695,CR00022,2025-03-02,0.0,PayPal,TC00042,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65
U00045,rodneystevens,23,Female,mitchellwilliam@yahoo.com,TT06124,CR00030,2025-09-18,0.0,Bank Transfer,TC00042,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73
U00045,rodneystevens,23,Female,mitchellwilliam@yahoo.com,TT06546,CR00037,2025-04-13,0.0,Bank Transfer,TC00040,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45
U00045,rodneystevens,23,Female,mitchellwilliam@yahoo.com,TT06961,CR00028,2025-09-27,0.78,Credit Card,TC00042,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89
U00045,rodneystevens,23,Female,mitchellwilliam@yahoo.com,TT07355,CR00004,2025-07-20,0.0,PayPal,TC00040,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88
U00045,rodneystevens,23,Female,mitchellwilliam@yahoo.com,TT08134,CR00056,2025-12-06,212.39,Credit Card,TC00040,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15
U00045,rodneystevens,23,Female,mitchellwilliam@yahoo.com,TT08519,CR00040,2025-03-07,327.99,Bank Transfer,TC00040,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51
